Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences
axe1-6A,,Carbohydrate acetyl esterase/feruloyl esterase,407,407
crfC,,Clamp-binding protein CrfC,407,407
phnM,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase,407,407
malE,,Maltose/maltodextrin-binding periplasmic protein,407,407
imm_1,,Colicin-E7 immunity protein,407,408
group_4606,,hypothetical protein,407,407
yihP_1,,"Putative 2,3-dihydroxypropane-1-sulfonate exporter",407,407
manP,,PTS system mannose-specific EIIBCA component,407,407
gadC,,putative glutamate/gamma-aminobutyrate antiporter,407,407
fdrA_3,,Protein FdrA,407,407
hxlB,,3-hexulose-6-phosphate isomerase,407,407
group_4665,,hypothetical protein,407,407
treF,,Cytoplasmic trehalase,407,407
bisC,,Biotin sulfoxide reductase,407,407
yebZ,,Inner membrane protein YebZ,407,407
fadD,,Long-chain-fatty-acid--CoA ligase,407,407
fliF,,Flagellar M-ring protein,407,407
group_4729,,hypothetical protein,407,407
otsB,,Trehalose-6-phosphate phosphatase,407,407
ompG,,Outer membrane porin G,407,407
tdh_1,,L-threonine 3-dehydrogenase,407,407
gspD,,Putative secretin GspD,407,407
group_4828,,hypothetical protein,407,407
gspA_2,,Putative general secretion pathway protein A,407,407
gloB,,Hydroxyacylglutathione hydrolase GloB,407,407
ydhP,,Inner membrane transport protein YdhP,407,407
mlc_2,,Protein mlc,407,407
phnI,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI,407,407
group_5518,,hypothetical protein,407,407
mntS,,Small protein MntS,407,407
acrZ,,Multidrug efflux pump accessory protein AcrZ,407,407
group_5542,,hypothetical protein,407,407
group_5548,,hypothetical protein,407,407
ybcI,,Inner membrane protein YbcI,407,407
ssuC_1,,Putative aliphatic sulfonates transport permease protein SsuC,407,407
frmA,,S-(hydroxymethyl)glutathione dehydrogenase,407,407
gatD,,Galactitol 1-phosphate 5-dehydrogenase,407,407
gatA,,PTS system galactitol-specific EIIA component,407,407
group_5605,,hypothetical protein,407,407
atoS,,Signal transduction histidine-protein kinase AtoS,407,407
atoC,,Regulatory protein AtoC,407,407
atoA,,Acetate CoA-transferase subunit beta,407,407
group_5614,,hypothetical protein,407,407
group_5615,,hypothetical protein,407,407
group_5617,,hypothetical protein,407,407
yghU,,Disulfide-bond oxidoreductase YghU,407,407
malX_2,,PTS system maltose-specific EIICB component,407,407
group_5724,,hypothetical protein,407,407
nanM,,N-acetylneuraminate epimerase,407,407
chbG,,Chitooligosaccharide deacetylase ChbG,407,407
cedA,,Cell division activator CedA,407,407
group_5757,,hypothetical protein,407,407
sodC,,Superoxide dismutase [Cu-Zn],407,407
dmsD,,Tat proofreading chaperone DmsD,407,407
gltR,,HTH-type transcriptional regulator GltR,407,407
pdeG,,putative cyclic di-GMP phosphodiesterase PdeG,407,407
btuC_1,,putative ABC transporter permease protein,407,407
ychN,,Protein YchN,407,407
gadX_1,,HTH-type transcriptional regulator GadX,407,407
hdeB,,Acid stress chaperone HdeB,407,407
chuW,,Anaerobilin synthase,407,407
hemR_1,,Hemin receptor,407,407
hemS,,Hemin transport protein HemS,407,407
slp_2,,Outer membrane protein Slp,407,407
group_5846,,hypothetical protein,407,407
glpR,,Glycerol-3-phosphate regulon repressor,407,407
rhaR_1,,HTH-type transcriptional activator RhaR,407,407
fumB,,"Fumarate hydratase class I, anaerobic",407,407
adiC,,Arginine/agmatine antiporter,407,407
basS,,Sensor protein BasS,407,407
group_5910,,hypothetical protein,407,407
group_5911,,hypothetical protein,407,407
phnH,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH,407,407
alsB,,D-allose-binding periplasmic protein,407,407
rbsA_2,,Ribose import ATP-binding protein RbsA,407,407
sorM,,PTS system sorbose-specific EIID component,407,407
group_5926,,hypothetical protein,407,407
yjaB,,Peptidyl-lysine N-acetyltransferase YjaB,407,407
leuO,,HTH-type transcriptional regulator LeuO,407,408
dsbA,,Thiol:disulfide interchange protein DsbA,407,407
group_5965,,hypothetical protein,407,407
yihQ,,Sulfoquinovosidase,407,407
yihU,,3-sulfolactaldehyde reductase,407,407
csqR,,HTH-type transcriptional repressor CsqR,407,407
yfhL,,Ferredoxin YfhL,407,407
group_6004,,hypothetical protein,407,407
sutR,,HTH-type transcriptional regulator SutR,407,407
ydcV_3,,Inner membrane ABC transporter permease protein YdcV,407,407
ydcY,,putative protein YdcY,407,407
group_6017,,hypothetical protein,407,407
bdm,,Protein bdm,407,407
group_6021,,hypothetical protein,407,407
group_6024,,hypothetical protein,407,407
ilvG,,Acetolactate synthase isozyme 2 large subunit,407,407
dppC,,Dipeptide transport system permease protein DppC,407,407
dppB_2,,Dipeptide transport system permease protein DppB,407,407
lpfA_3,,putative major fimbrial subunit LpfA,407,407
group_6055,,hypothetical protein,407,407
manZ_1,,PTS system mannose-specific EIID component,407,407
yedP,,Mannosyl-3-phosphoglycerate phosphatase,407,407
pspC,,Phage shock protein C,407,407
betI_1,,HTH-type transcriptional regulator BetI,407,407
rpoS,,RNA polymerase sigma factor RpoS,407,407
dacC,,D-alanyl-D-alanine carboxypeptidase DacC,407,407
gstB,,Glutathione S-transferase GstB,407,407
tabA_1,,Toxin-antitoxin biofilm protein TabA,407,407
ybdO,,putative HTH-type transcriptional regulator YbdO,407,407
entH,,Proofreading thioesterase EntH,407,407
fepB,,Ferrienterobactin-binding periplasmic protein,407,407
ybbY,,Putative purine permease YbbY,407,407
gcl_1,,Glyoxylate carboligase,407,407
qmcA,,Protein QmcA,407,407
cyoA,,Cytochrome bo(3) ubiquinol oxidase subunit 2,407,407
frmR,,Transcriptional repressor FrmR,407,407
srlR_1,,Glucitol operon repressor,407,407
mglC,,Galactoside transport system permease protein MglC,407,407
group_7451,,hypothetical protein,407,407
atoD,,Acetate CoA-transferase subunit alpha,407,407
atoB,,Acetyl-CoA acetyltransferase,407,407
arnB,,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase,407,407
arnC_1,,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,407,407
arnA,,Bifunctional polymyxin resistance protein ArnA,407,407
pmrD,,Signal transduction protein PmrD,407,407
yfcP,,putative fimbrial-like protein YfcP,407,407
yfcV,,putative fimbrial-like protein YfcV,407,407
group_7473,,hypothetical protein,407,407
nanT,,Sialic acid transporter NanT,407,407
group_7475,,hypothetical protein,407,407
hpf,,Ribosome hibernation promoting factor,407,407
yqjF,,Inner membrane protein YqjF,407,407
mzrA,,Modulator protein MzrA,407,407
rpsU,,30S ribosomal protein S21,407,407
zupT,,Zinc transporter ZupT,407,407
hybD,,Hydrogenase 2 maturation protease,407,407
hybE,,Hydrogenase-2 operon protein HybE,407,407
hybF,,Hydrogenase maturation factor HybF,407,407
hybG,,Hydrogenase maturation factor HybG,407,407
gss,,Bifunctional glutathionylspermidine synthetase/amidase,407,407
group_7498,,hypothetical protein,407,407
group_7500,,hypothetical protein,407,407
uacT,,Uric acid transporter UacT,407,407
kduI,,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase,407,407
kduD_1,,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase,407,407
araE,,Arabinose-proton symporter,407,407
group_7514,,hypothetical protein,407,407
fixA_3,,Protein FixA,407,407
srlD,,Sorbitol-6-phosphate 2-dehydrogenase,407,407
efp,,Elongation factor P,407,407
group_7540,,hypothetical protein,407,407
rplI,,50S ribosomal protein L9,407,407
group_7543,,hypothetical protein,407,407
osmE,,Osmotically-inducible putative lipoprotein OsmE,407,407
ydjM,,Inner membrane protein YdjM,407,407
hxpB,,Hexitol phosphatase B,407,407
group_7554,,hypothetical protein,407,407
pfkB,,ATP-dependent 6-phosphofructokinase isozyme 2,407,407
aroD,,3-dehydroquinate dehydratase,407,407
menI,,"1,4-dihydroxy-2-naphthoyl-CoA hydrolase",407,407
fumD,,Fumarase D,407,407
nemR,,HTH-type transcriptional repressor NemR,407,407
uidC,,Membrane-associated protein UidC,407,407
fumA,,"Fumarate hydratase class I, aerobic",407,407
ynfD,,putative protein YnfD,407,407
speG,,Spermidine N(1)-acetyltransferase,407,407
group_7566,,hypothetical protein,407,407
group_7567,,hypothetical protein,407,407
ydfZ,,Putative selenoprotein YdfZ,407,407
marA,,Multiple antibiotic resistance protein MarA,407,407
sotB,,Sugar efflux transporter,407,407
csgC,,Curli assembly protein CsgC,407,407
bssS,,Biofilm regulator BssS,407,407
group_7585,,hypothetical protein,407,407
ndh,,NADH dehydrogenase,407,407
lolC,,Lipoprotein-releasing system transmembrane protein LolC,407,407
bluR,,HTH-type transcriptional repressor BluR,407,407
bluF,,Blue light- and temperature-regulated antirepressor BluF,407,407
ycgZ,,putative two-component-system connector protein YcgZ,407,407
ymgC,,putative protein YmgC,407,407
COQ5_2,,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",407,407
group_7612,,putative ABC transporter ATP-binding protein,407,407
chaB,,Putative cation transport regulator ChaB,407,407
chaC,,Glutathione-specific gamma-glutamylcyclotransferase,407,407
group_7616,,Invasin,407,407
oppB,,Oligopeptide transport system permease protein OppB,407,407
mdtE,,Multidrug resistance protein MdtE,407,407
gadE,,Transcriptional regulator GadE,407,407
hdeD,,Protein HdeD,407,407
hdeA,,Acid stress chaperone HdeA,407,407
hmuV,,Hemin import ATP-binding protein HmuV,407,407
hmuU,,Hemin transport system permease protein HmuU,407,407
group_7628,,hypothetical protein,407,407
hutX,,Intracellular heme transport protein HutX,407,407
hmuT,,Hemin-binding periplasmic protein HmuT,407,407
arsC,,Arsenate reductase,407,407
uspB,,Universal stress protein B,407,407
ftsY,,Signal recognition particle receptor FtsY,407,407
group_7636,,hypothetical protein,407,407
group_7639,,hypothetical protein,407,407
cysA,,Sulfate/thiosulfate import ATP-binding protein CysA,407,407
group_7660,,hypothetical protein,407,407
evgA,,DNA-binding transcriptional activator EvgA,407,407
nlpA,,Lipoprotein 28,407,407
group_7701,,hypothetical protein,407,407
group_7702,,hypothetical protein,407,407
group_7703,,hypothetical protein,407,407
phoU,,Phosphate-specific transport system accessory protein PhoU,407,407
atpG,,ATP synthase gamma chain,407,407
atpE,,ATP synthase subunit c,407,407
rsmG,,Ribosomal RNA small subunit methyltransferase G,407,407
ravA,,ATPase RavA,407,407
cadB,,putative cadaverine/lysine antiporter,407,407
dtpC,,Dipeptide and tripeptide permease C,407,407
lysU,,"Lysine--tRNA ligase, heat inducible",407,407
ghoS,,Endoribonuclease antitoxin GhoS,407,407
yjdJ,,putative protein YjdJ,407,407
dcuR,,Transcriptional regulatory protein DcuR,407,407
dcuB,,Anaerobic C4-dicarboxylate transporter DcuB,407,407
yjdF,,Inner membrane protein YjdF,407,407
melA,,Alpha-galactosidase,407,407
melR_2,,Melibiose operon regulatory protein,407,407
eptA,,Phosphoethanolamine transferase EptA,407,407
basR,,Transcriptional regulatory protein BasR,407,407
group_7738,,hypothetical protein,407,407
group_7739,,hypothetical protein,407,407
phnC,,Phosphate-import ATP-binding protein PhnC,407,407
group_7741,,hypothetical protein,407,407
phnF,,putative transcriptional regulator PhnF,407,407
phnG,,Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG,407,407
phnJ,,Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase,407,407
phnK,,Putative phosphonates utilization ATP-binding protein PhnK,407,407
phnN,,"Ribose 1,5-bisphosphate phosphokinase PhnN",407,407
phnO,,Aminoalkylphosphonate N-acetyltransferase,407,407
group_7748,,hypothetical protein,407,407
rpiB,,Ribose-5-phosphate isomerase B,407,407
rpiR,,HTH-type transcriptional regulator RpiR,407,407
group_7753,,hypothetical protein,407,407
alr,,"Alanine racemase, biosynthetic",407,407
sorA,,PTS system sorbose-specific EIIC component,407,407
yggP_2,,Mannitol-1-phosphate 5-dehydrogenase,407,407
pepE,,Peptidase E,407,407
metH,,Methionine synthase,407,407
iclR,,Transcriptional repressor IclR,407,407
ihfB,,Integration host factor subunit beta,407,407
ompA_1,,Outer membrane protein A,407,407
pgaD,,Biofilm PGA synthesis protein PgaD,407,407
ybhA_2,,Pyridoxal phosphate phosphatase YbhA,407,407
group_7782,,hypothetical protein,407,407
yihP_2,,"Putative 2,3-dihydroxypropane-1-sulfonate exporter",407,407
yihS,,Sulfoquinovose isomerase,407,407
yihT,,Sulfofructosephosphate aldolase,407,407
yihV,,Sulfofructose kinase,407,407
group_7787,,hypothetical protein,407,407
group_7788,,hypothetical protein,407,407
rspA_2,,Starvation-sensing protein RspA,407,407
group_7793,,IS110 family transposase IS621,407,407
rnc,,Ribonuclease 3,407,407
uspF,,Universal stress protein F,407,407
ompN,,Outer membrane porin N,407,407
group_7817,,hypothetical protein,407,407
wzzE,,ECA polysaccharide chain length modulation protein,407,407
group_7819,,hypothetical protein,407,407
oppF_2,,Oligopeptide transport ATP-binding protein OppF,407,407
dppD_2,,Dipeptide transport ATP-binding protein DppD,407,407
lpfD,,putative minor fimbrial subunit LpfD,407,407
group_7823,,hypothetical protein,407,407
group_7824,,hypothetical protein,407,407
tap,,Methyl-accepting chemotaxis protein IV,407,407
group_7827,,hypothetical protein,407,407
group_7828,,hypothetical protein,407,407
cspC,,Cold shock-like protein CspC,407,407
manY,,PTS system mannose-specific EIIC component,407,407
leuE,,Leucine efflux protein,407,407
dsrB,,Protein DsrB,407,407
fliD,,Flagellar hook-associated protein 2,407,407
araF,,L-arabinose-binding periplasmic protein,407,407
araG,,Arabinose import ATP-binding protein AraG,407,407
araH,,L-arabinose transport system permease protein AraH,407,407
gabD,,Succinate-semialdehyde dehydrogenase [NADP(+)] GabD,407,407
group_7924,,hypothetical protein,407,407
msmX,,Oligosaccharides import ATP-binding protein MsmX,407,407
iolO,,hypothetical protein,407,407
ycjP,,Inner membrane ABC transporter permease protein YcjP,407,407
ycjO,,Inner membrane ABC transporter permease protein YcjO,407,407
pspD,,Phage shock protein D,407,407
group_7931,,hypothetical protein,407,407
rluB,,Ribosomal large subunit pseudouridine synthase B,407,407
group_7933,,hypothetical protein,407,407
yrdA_2,,Protein YrdA,407,407
rsd,,Regulator of sigma D,407,407
yhjB,,Putative HTH-type transcriptional regulator YhjB,407,407
group_10207,,hypothetical protein,406,406
ompL,,Porin OmpL,406,406
acrF,,Multidrug export protein AcrF,406,406
group_1538,,hypothetical protein,406,406
yjiA,,P-loop guanosine triphosphatase YjiA,406,407
djlA,,Co-chaperone protein DjlA,406,407
aceF,,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,406,407
group_16348,,hypothetical protein,406,406
deoA,,Thymidine phosphorylase,406,406
apaG,,Protein ApaG,406,407
cueO,,Blue copper oxidase CueO,406,407
yjjI,,putative protein YjjI,406,407
thrA,,Bifunctional aspartokinase/homoserine dehydrogenase 1,406,407
esiB_1,,hypothetical protein,406,406
rihC,,Non-specific ribonucleoside hydrolase RihC,406,407
group_16925,,hypothetical protein,406,407
lgoR,,putative HTH-type transcriptional regulator LgoR,406,407
dnaT,,Primosomal protein 1,406,407
iraD,,Anti-adapter protein IraD,406,408
fimD_2,,Outer membrane usher protein FimD,406,408
yadC,,putative fimbrial-like protein YadC,406,407
btsT,,Pyruvate/proton symporter BtsT,406,407
group_17693,,hypothetical protein,406,407
yjiE,,HTH-type transcriptional regulator YjiE,406,408
caiA_2,,Crotonobetainyl-CoA reductase,406,407
alsT,,Amino-acid carrier protein AlsT,406,407
group_18104,,hypothetical protein,406,407
fixB_2,,Protein FixB,406,407
speE,,Polyamine aminopropyltransferase,406,406
lgoD_1,,L-galactonate-5-dehydrogenase,406,407
group_18553,,hypothetical protein,406,408
tilS,,tRNA(Ile)-lysidine synthase,406,407
group_1920,,hypothetical protein,406,406
barA,,Signal transduction histidine-protein kinase BarA,406,406
ydhF,,Oxidoreductase YdhF,406,406
pdeD,,putative cyclic di-GMP phosphodiesterase PdeD,406,406
yhdY,,Inner membrane amino-acid ABC transporter permease protein YhdY,406,406
ygjK,,Glucosidase YgjK,406,406
nhaK_1,,"Sodium, potassium, lithium and rubidium/H(+) antiporter",406,408
dctB,,C4-dicarboxylate transport sensor protein DctB,406,406
nrdE,,Ribonucleoside-diphosphate reductase 2 subunit alpha,406,406
yliI,,Aldose sugar dehydrogenase YliI,406,406
lacZ,,Beta-galactosidase,406,406
group_2712,,hypothetical protein,406,406
aer,,Aerotaxis receptor,406,406
ampC,,Beta-lactamase,406,406
group_2753,,hypothetical protein,406,406
ptsI_1,,hypothetical protein,406,408
clcB,,Voltage-gated ClC-type chloride channel ClcB,406,406
ydeP,,Protein YdeP,406,406
dhaR_2,,PTS-dependent dihydroxyacetone kinase operon regulatory protein,406,406
rhaR_3,,HTH-type transcriptional activator RhaR,406,406
bglF_2,,PTS system beta-glucoside-specific EIIBCA component,406,406
sucB_2,,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex,406,406
efeO,,Iron uptake system component EfeO,406,406
trg_1,,Methyl-accepting chemotaxis protein III,406,406
arcC1_4,,Carbamate kinase 1,406,406
group_2981,,hypothetical protein,406,407
ybdM_1,,putative protein YbdM,406,406
alkA,,DNA-3-methyladenine glycosylase 2,406,406
group_3352,,hypothetical protein,406,406
yfcS_1,,putative fimbrial chaperone YfcS,406,406
malY_2,,Protein MalY,406,406
group_3409,,hypothetical protein,406,406
ytfF,,Inner membrane protein YtfF,406,406
bglA_1,,Aryl-phospho-beta-D-glucosidase BglA,406,406
yihR,,putative protein YihR,406,406
rlhA_2,,23S rRNA 5-hydroxycytidine synthase,406,406
yiaC,,Peptidyl-lysine N-acetyltransferase YiaC,406,406
mdtB,,Multidrug resistance protein MdtB,406,406
yehD,,putative fimbrial-like protein YehD,406,406
